bruinID.text,button.numClicks,button.timesOn,button.timesOff,mouseLogIn.x,mouseLogIn.y,mouseLogIn.leftButton,mouseLogIn.midButton,mouseLogIn.rightButton,mouseLogIn.time,mouseLogIn.clicked_name,repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,repeat.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,subjage_slider.response,subjage_slider.rt,confidence_scale.response,confidence_scale.rt,key_resp_7.keys,key_resp_7.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,email_type,scam_button.numClicks,scam_button.timesOn,scam_button.timesOff,legit_button.numClicks,legit_button.timesOn,legit_button.timesOff,button_selections_1,confidence_scale_email.response,confidence_scale_email.rt,personal_rel_scale.response,personal_rel_scale.rt,curiosity_scale.response,curiosity_scale.rt,email_loop.thisRepN,email_loop.thisTrialN,email_loop.thisN,email_loop.thisIndex,email_loop.ran,emails,type,xsize,ysize,xpos,ypos,key_resp_8.keys,key_resp_8.rt,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,button_5.numClicks,button_5.timesOn,button_5.timesOff,email_loops2.thisRepN,email_loops2.thisTrialN,email_loops2.thisN,email_loops2.thisIndex,email_loops2.ran,key_resp_3.keys,key_resp_3.rt,slider1_2.response,slider1_2.rt,trust_question,loop_GT.thisRepN,loop_GT.thisTrialN,loop_GT.thisN,loop_GT.thisIndex,loop_GT.ran,Phrases,instructionresp_2.keys,instructionresp_2.rt,key_resp_13.keys,key_resp_13.rt,gen_question,loop_G.thisRepN,loop_G.thisTrialN,loop_G.thisN,loop_G.thisIndex,loop_G.ran,Questions,instructionresp.keys,instructionresp.rt,key_resp_2.keys,key_resp_2.rt,lonely_question,loop_LS.thisRepN,loop_LS.thisTrialN,loop_LS.thisN,loop_LS.thisIndex,loop_LS.ran,key_resp_4.keys,key_resp_4.rt,rating.response,rating.rt,dementia_question,loop_dm.thisRepN,loop_dm.thisTrialN,loop_dm.thisN,loop_dm.thisIndex,loop_dm.ran,Items,key_resp.keys,key_resp.rt,slider1.response,slider1.rt,ss_question,loop_SS.thisRepN,loop_SS.thisTrialN,loop_SS.thisN,loop_SS.thisIndex,loop_SS.ran,Statements,Gender,textboxAge.text,textboxBirthday.text,Education Level,Ethnicity,English Fluency,textboxAge_2.text,textboxCountry.text,FQ1textbox.text,textboxQuestion2.text,textboxQuestion3.text,FQ4 selection,Finish.numClicks,Finish.timesOn,Finish.timesOff
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,5,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224]",,4,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777]",1,[16.08380000000075],[16.083899999998515],"[""scam_button""]",3.80658705,0.4549,3.80658705,0.1383,3.80658705,0.2404,0,4,4,15,1,resources/images/legit8.png,legit,0.65,0.72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,6,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224]",,4,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777]",2,"[16.08380000000075,26.310800000000746]","[16.083899999998515,26.31089999999851]","[""legit_button""]",6.161711968,0.4244,6.161711968,0.1415,6.161711968,0.1255,0,5,5,20,1,resources/images/scam12.jpg,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,7,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496]",,5,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075]",2,"[16.08380000000075,26.310800000000746]","[16.083899999998515,26.31089999999851]","[""scam_button""]",4.376245117,0.4579,4.376245117,0.142,4.376245117,0.1426,0,6,6,7,1,resources/images/scam5.jpg,scam,0.7,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,8,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255]",,5,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075]",3,"[16.08380000000075,26.310800000000746,30.174399999998514]","[16.083899999998515,26.31089999999851,30.174399999998514]","[""legit_button""]",5.951212565,1.1289,5.951212565,0.2603,5.951212565,0.1424,0,7,7,2,1,resources/images/scam3.png,scam,1.2,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,9,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075]",,6,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001]",3,"[16.08380000000075,26.310800000000746,30.174399999998514]","[16.083899999998515,26.31089999999851,30.174399999998514]","[""scam_button""]",4.579096815,0.4954,4.579096815,0.163,4.579096815,0.1276,0,8,8,16,1,resources/images/scam13.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,10,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255]",,6,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001]",4,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851]","[""legit_button""]",6.228563097,0.4435,6.228563097,0.1775,6.228563097,0.1446,0,9,9,9,1,resources/images/scam6.jpg,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,11,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149]",,6,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001]",5,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766]","[""legit_button""]",6.573732503,0.444,6.573732503,0.1458,6.573732503,0.1298,0,10,10,10,1,resources/images/scam7.png,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,12,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004,38.455100000001494]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149,38.455100000001494]",,6,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001]",6,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777]","[""legit_button""]",6.859426541,0.4437,6.859426541,0.127,6.859426541,0.1249,0,11,11,3,1,resources/images/legit1.png,legit,1,0.72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,13,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004,38.455100000001494,40.45330000000075]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149,38.455100000001494,40.45330000000075]",,6,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001]",7,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515]","[""legit_button""]",6.85489502,0.4091,6.85489502,0.1455,6.85489502,0.1276,0,12,12,8,1,resources/images/legit9-EDIT.png,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,14,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004,38.455100000001494,40.45330000000075,42.202000000000005]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149,38.455100000001494,40.45330000000075,42.202000000000005]",,6,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001]",8,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[""legit_button""]",6.671866862,0.4124,6.671866862,0.1272,6.671866862,0.1286,0,13,13,19,1,resources/images/scam_11.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,15,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075]",,7,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851,44.81639999999852]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001,44.81639999999852]",8,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[""scam_button""]",4.676076253,0.844,4.676076253,0.1608,4.676076253,0.144,0,14,14,12,1,resources/images/legit5-EDIT.png,legit,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,16,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075,46.58310000000149]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075,46.58310000000149]",,8,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851,44.81639999999852,47.030399999998515]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001,44.81639999999852,47.030399999998515]",8,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[""scam_button""]",3.848385959,0.4232,3.848385959,0.1374,3.848385959,0.1241,0,15,15,5,1,resources/images/legit3.jpg,legit,1,0.73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,17,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075,46.58310000000149,48.38119999999926]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075,46.58310000000149,48.38119999999926]",,9,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851,44.81639999999852,47.030399999998515,48.863099999997765]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001,44.81639999999852,47.030399999998515,48.863099999997765]",8,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[""scam_button""]",3.837616645,0.4225,3.837616645,0.1399,3.837616645,0.1238,0,16,16,0,1,resources/images/scam_1.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,321859,001,2025-03-05_21h55.16.790,SLSIC,2022.2.5,MacIntel,60.24096386,,,,,,,,,,,18,"[10.489499999999998,12.855199999999256,15.186199999999259,17.602100000001492,23.68080000000075,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.606500000000004,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075,46.58310000000149,48.38119999999926,50.163500000000006]","[10.489600000001493,12.855199999999256,15.186199999999259,17.602100000001492,23.68090000000224,25.77940000000224,27.711600000001496,29.610699999999255,32.50880000000075,34.357699999999255,36.60660000000149,38.455100000001494,40.45330000000075,42.202000000000005,44.01780000000075,46.58310000000149,48.38119999999926,50.163500000000006]",,10,"[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97339999999851,44.81639999999852,47.030399999998515,48.863099999997765,50.81130000000075]","[11.087599999997769,13.45330000000075,18.166399999998518,24.27959999999777,28.19430000000075,32.97350000000001,44.81639999999852,47.030399999998515,48.863099999997765,50.81130000000075]",8,"[16.08380000000075,26.310800000000746,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[16.083899999998515,26.31089999999851,30.174399999998514,35.20539999999851,37.086599999997766,39.18509999999777,40.951399999998515,42.68330000000075]","[""scam_button""]",3.910900879,1.1915,3.910900879,0.1256,3.910900879,0.1419,0,17,17,23,1,resources/images/scam14-EDIT.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
